sku,shortEmb,longEmb
31101480,"קוטל עשבים בררני למניעת הצצה של עשבים חד-שנתיים בכותנה, מטע, הדרים, קנרס, ושטחי בור - תרכיז רחיף.","קוטל עשבים בררני למניעת הצצה של עשבים חד-שנתיים בכותנה, מטע, הדרים, קנרס, ושטחי בור - תרכיז רחיף. דיאורקס מונע הצצתם של מינים רבים של עשבי בר חד-שנתיים. להפעלת החומר לאחר הריסוס דרושה המטרה או גשם של 30 מ״ק/ד׳. למניעת נזק לגידול עוקב דרושים המטרה או גשם בכמות של 40-50 מק/ד לפחות. הוראות שימוש: מנע רחף של התרסיס לגידולים שכנים. דיאורקס עלול לפגוע בגידולי התרבות. אין לטפל בו אלא בגידולים המפורטים בתווית ובאלה להקפיד להשתמש בו לפי ההוראות. אין לרסס בתנאי שרב, קרה או רוח. במקרה של הפיכת שטח כותנה שרוסס בדיאורקס אין לזרוע גידול אחר פרט לכותנה אלא כעבור 6 חודשים מיום הריסוס. במטע מטופל בדיאורקס אין לשנטע בטרם חלוף 4 חודשים מהטיפול. אין לטפל במינונים המומלצים יותר מפעמיים בשנה."
31101695,קוטל עשבים סיסטמי להדברת עשבים רחבי עלים בריסוס לאחר הצצתם - תרכיז מתחלב.,"קוטל עשבים סיסטמי להדברת עשבים רחבי עלים בריסוס לאחר הצצתם - תרכיז מתחלב. מנגנון הפעולה של טומהוק דומה לקוטלי עשבים הורמונליים. הנזק לעשבים מתבטא בעיוותים ובהתקפלויות של העלים ושל הצימוח הצעיר. התכשיר נקלט בעלווה הירוקה וחודר גם למערכת השורשים. העשבים הרגישים הם מיני עשבים חד-שנתיים ורב-שנתיים קשי הדברה. הערות לטיפול: אין לזרוע או לשתול כל גידול לאחר ריסוס בטומהוק במשך 3 חודשים ממועד היישום וגם לאחר שהשטח קיבל השקיה בהמטרה כחודש לפני הזריעה או השתילה. ניתן לרסס בטומהוק בכל שעות היום. מנע מגע התרסיס בעלוות עצי הפרי. הימנע מרחף התרסיס לגידולים שכנים העלולים להיפגע מפעילות החומר. החומר חודר לעשב דרך העלווה הירוקה לכן צריך לרסס על צמחים רעננים. רצוי לרסס לאחר ההשקיה. אין להשתמש בטומהוק בזמן ההשקיה או כאשר מים עומדים בשטח. אין לרסס ברוח. אין לרסס טומהוק כאשר הגידולים או העשבים נמצאים בתנאי עקה (כגון יובש, שרב, עודפי מים, קרה, פגיעה מקוטלי עשבים וכד&lsquo;)."
31101700,קוטל עשבים סיסטמי להדברת עשבים רחבי עלים בריסוס לאחר הצצתם - תרכיז מתחלב.,"קוטל עשבים סיסטמי להדברת עשבים רחבי עלים בריסוס לאחר הצצתם - תרכיז מתחלב. מנגנון הפעולה של טומהוק דומה לקוטלי עשבים הורמונליים. הנזק לעשבים מתבטא בעיוותים ובהתקפלויות של העלים ושל הצימוח הצעיר. התכשיר נקלט בעלווה הירוקה וחודר גם למערכת השורשים. העשבים הרגישים הם מיני עשבים חד-שנתיים ורב-שנתיים קשי הדברה. הערות לטיפול: אין לזרוע או לשתול כל גידול לאחר ריסוס בטומהוק במשך 3 חודשים ממועד היישום וגם לאחר שהשטח קיבל השקיה בהמטרה כחודש לפני הזריעה או השתילה. ניתן לרסס בטומהוק בכל שעות היום. מנע מגע התרסיס בעלוות עצי הפרי. הימנע מרחף התרסיס לגידולים שכנים העלולים להיפגע מפעילות החומר. החומר חודר לעשב דרך העלווה הירוקה לכן צריך לרסס על צמחים רעננים. רצוי לרסס לאחר ההשקיה. אין להשתמש בטומהוק בזמן ההשקיה או כאשר מים עומדים בשטח. אין לרסס ברוח. אין לרסס טומהוק כאשר הגידולים או העשבים נמצאים בתנאי עקה (כגון יובש, שרב, עודפי מים, קרה, פגיעה מקוטלי עשבים וכד&lsquo;)."
31101755,"קוטל עשבים בררני להדברת עשבים דגניים ורחבי עלים בחיטה, להדברת עלקת ועשבים נוספים בעגבנייה ולהדברת גומא הפקעים בדשא - גרגירים רחיפים.","קוטל עשבים בררני להדברת עשבים דגניים ורחבי עלים בחיטה, להדברת עלקת ועשבים נוספים בעגבנייה ולהדברת גומא הפקעים בדשא - גרגירים רחיפים. קוטל עשבים סיסטמי מקבוצת הסולפוניל אוריאה (מעכב ALS), נקלט דרך הנוף והשורשים ומועבר בצמח לקדקודי הצמיחה הפעילים. עשבים שרגישותם לחומר חלקית נשארים מעוכבים ואינם מתחרים בגידול. מוניטור עובר פירוק מטבולי מהיר בצמחים שאינם רגישים לו. פעילות מירבית של מוניטור מתקבלת כאשר העשבים המודברים יימצאו בשלב של עד 4 עלים. גומא הפקעים נפגע בכל השלבים. גשם היורד לאחר 4 שעות מהריסוס על נוף העשבים אינו פוגם בפעילות החומר. הוראות השימוש: אל תרסס בתנאי רוח ומנע רחף של התרסיס לגידולים שכנים. אין לרסס מוניטור באזור בית השורשים של עצים, שיחים וצמחי נוי אחרים קיימים או על קרקע לפני שתילה או זריעה מאחר והתכשיר עלול לפגוע קשה בצמחייה רצויה עד כדי תמותה."
31101782,"תכשיר סיסטמי מקבוצת הכלורוניקוטיניל, מיועד להדברת מזיקים שונים. התכשיר פועל כרעל קיבה ומגע. לתכשיר רעילות נמוכה יחסית לבעלי דם חם.","תכשיר סיסטמי מקבוצת הכלורוניקוטיניל, מיועד להדברת מזיקים שונים. התכשיר פועל כרעל קיבה ומגע. לתכשיר רעילות נמוכה יחסית לבעלי דם חם. הוראות שימוש: דרכים למניעת פיתוח תנגודת &ndash; כדי למנוע התפתחות תנגודת לתכשיר, יש לרסס חליפות בתכשיר זה ובתכשירים בעלי מנגנון פעולה אחר. רעילות לדבורים ולדבורי בומבוס: אסור לרסס ישירות על הדבורים והכוורות. מומלץ לסגור את הכוורות לקראת ערב ולרסס. לפני ריסוס בכל שילוב בדוק לבטיחות על מספר מצומצם של צמחים. כאשר הדבורים לא פעילות בשטח. 24 שעות לאחר הריסוס אין פגיעה בדבורים. 30 שעות לאחר הריסוס אין פגיעה בדבורי בומבוס."
31102177,יש לרסס ריסוסי מניעה או לרסס עם תחילת נגיעות לפי פירוט הגידולים והמחלות. כדי למנוע פיתוח עמידות לסיגנום צריך לכלול בלוח ההדברה תכשירים בעלי מנגנון פעולה שונה).,"יש לרסס ריסוסי מניעה או לרסס עם תחילת נגיעות לפי פירוט הגידולים והמחלות הבאים. כדי למנוע פיתוח עמידות לסיגנום צריך לכלול בלוח ההדברה תכשירים בעלי מנגנון פעולה שונה) רעילות לדבורים: סיגנום אינו רעיל לדבורים. מניעת עמידות: כדי למנוע עמידות הפטרייה לסיגנום, צריך לכלול בלוח ההדברה תכשירים בעלי מנגנון פעולה שונה. משטר ריסוסים בסיגנום למניעת עמידות, לפי גידול: כותנה &ndash; עד 3 ריסוסים בעונה ; גזר &ndash; עד 3 ריסוסים בעונה, אך לא יותר מ- 2 ריסוסים רצופים; עגבנייה, פלפל, חציל, דלועיים, תפוח אדמה, תות שדה, שום, עירית, שקד, אפרסק/נקטרינה, תפוח, בצל - עד 3 ריסוסים (לא רצופים) בעונה . חמצה, הדרים, אפרסמון, גפן, פרחים - לא יותר מ- 2 ריסוסים רצופים. מלון ומלפפון בהגמעה - לא יותר מ- 2 טיפולים רצופים."
31102178,"קוטל פטריות משולב בעל פעילות פרוטקנטית וסיסטמית להדברת מחלות שונות בירקות, גידולי שדה, הדרים, כרם ופרחים.",
31102462,קוטל עשבים כללי של חברת מונסנטו - תרכיז נוזלי.,"קוטל עשבים כללי של חברת מונסנטו - תרכיז נוזלי. קוטל עשבים סיסטמי לא בררני להדברת עשבים קיימים. התכשיר נקלט ע״י העלווה הירוקה ומובל כלפי מטה גם לחלקים התת-קרקעיים וגורם לתמותת הצמחים. כדי לקבל הדברה מרבית צריך לרסס על צמחים ירוקים רעננים. בעשבים רב-שנתיים המתפתחים מאיברי ריבוי תת-קרקעיים, צריך להמתין בטיפול עד שהצימוח יפרוץ מהם ולהימנע מעיבוד קרקע או כיסוח עלווה לפני הטיפול. פעילות ראונדאפ איטית, תוצאות ניתן לצפות תוך 2-6 שבועות מהריסוס, בהתאם לסוג העשבייה ומועד הטיפול. לאחר ריסוס עשבים רב-שנתיים צריך להימנע מעיבוד הקרקע לפחות 7 ימים לאחר הריסוס. הוראות שימוש: לקבלת הדברה מיטבית של העשבים, הימנע מהשקיה בהמטרה במשך יומיים לאחר הריסוס. גשם היורד תוך 6 שעות לאחר הריסוס מפחית מיעילות הטיפול. אבק המכסה את העשבים מפחית מיעילות הריסוס. בעונת החורף (בטמפרטורה נמוכה), פעילות ראונדאפ על עשבים רב-שנתיים אינה מספקת. אין לרסס בתנאי עקה לצמח (חמסין, יובש או קרה). אין לרסס ברוח. מנע הגעת תרסיס או רחף לעלווה ולפירות של גידולי תרבות ולגזעי עצים בלתי מעוצים ולכל צמחייה רצויה, בריכות דגים ומקורות מים. אין לרסס בראונדאפ בזמן הפעלת ההשקיה בטפטוף. גשמים עזים לאחר ריסוס בראונדאפ עלולים להחדיר את החומר למערכת השורשים ולגרום לנזקים בגידול. מנע האבסת בעלי חיים וכניסתם לשטח מרוסס במשך 14 יום מהריסוס. ראונדאפ תוקף מתכות למעט פלדת אל-חלד, השתמש רק במרססים בעלי מכלים העשויים מחומרים סינתטיים או מפלדת אל-חלד. אין להשתמש במכל עשוי מברזל."
31102466,קוטל עשבים כללי של חברת מונסנטו - תרכיז נוזלי.,"קוטל עשבים כללי של חברת מונסנטו - תרכיז נוזלי. קוטל עשבים סיסטמי לא בררני להדברת עשבים קיימים. התכשיר נקלט ע״י העלווה הירוקה ומובל כלפי מטה גם לחלקים התת-קרקעיים וגורם לתמותת הצמחים. כדי לקבל הדברה מרבית צריך לרסס על צמחים ירוקים רעננים. בעשבים רב-שנתיים המתפתחים מאיברי ריבוי תת-קרקעיים, צריך להמתין בטיפול עד שהצימוח יפרוץ מהם ולהימנע מעיבוד קרקע או כיסוח עלווה לפני הטיפול. פעילות ראונדאפ איטית, תוצאות ניתן לצפות תוך 2-6 שבועות מהריסוס, בהתאם לסוג העשבייה ומועד הטיפול. לאחר ריסוס עשבים רב-שנתיים צריך להימנע מעיבוד הקרקע לפחות 7 ימים לאחר הריסוס. הוראות שימוש: לקבלת הדברה מיטבית של העשבים, הימנע מהשקיה בהמטרה במשך יומיים לאחר הריסוס. גשם היורד תוך 6 שעות לאחר הריסוס מפחית מיעילות הטיפול. אבק המכסה את העשבים מפחית מיעילות הריסוס. בעונת החורף (בטמפרטורה נמוכה), פעילות ראונדאפ על עשבים רב-שנתיים אינה מספקת. אין לרסס בתנאי עקה לצמח (חמסין, יובש או קרה). אין לרסס ברוח. מנע הגעת תרסיס או רחף לעלווה ולפירות של גידולי תרבות ולגזעי עצים בלתי מעוצים ולכל צמחייה רצויה, בריכות דגים ומקורות מים. אין לרסס בראונדאפ בזמן הפעלת ההשקיה בטפטוף. גשמים עזים לאחר ריסוס בראונדאפ עלולים להחדיר את החומר למערכת השורשים ולגרום לנזקים בגידול. מנע האבסת בעלי חיים וכניסתם לשטח מרוסס במשך 14 יום מהריסוס. ראונדאפ תוקף מתכות למעט פלדת אל-חלד, השתמש רק במרססים בעלי מכלים העשויים מחומרים סינתטיים או מפלדת אל-חלד. אין להשתמש במכל עשוי מברזל."
31102527,"קוטל חרקים בעל מנגנון ניאוניקוטינואידי, פעיל על מגוון רחב של מזיקים בגידולים שונים. התכשיר פועל כרעל קיבה ומגע וגם דוחה אכילה.","קוטל חרקים בעל מנגנון ניאוניקוטינואידי, פעיל על מגוון רחב של מזיקים בגידולים שונים. התכשיר פועל כרעל קיבה ומגע וגם דוחה אכילה. הוראות שימוש: מנע רחף של התרסיס לגידולים שכנים. כדי למנוע התפתחות תנגודת לתכשיר יש לטפל חליפות בתכשיר זה ובתכשירים בעלי מנגנון פעולה אחר. אין לרסס בתנאי מזג אוויר קיצוניים כגון קרה, שרב וכאשר הגידול נמצא בתנאי עקה כגון יובש, חום או סובל מנזקי קרה, מחוסר אוורור קרקע, מנזק מקוטלי עשבים ועוד."
